spindle_load,x,y,z,csv_no,vibration_1,vibration_2,vibration_3,current,last_time
4.004028,267.181,56.7409,491.6422,1.0,30.5939508887,30.554026499699997,31.654941999600002,1.55372369016,20
4.004028,267.181,56.7409,491.6422,1.0,30.7561925272,30.6608316992,31.575004074299997,1.27688579126,25
4.004028,267.181,56.7409,491.6422,1.0,30.8086689346,30.393791118499998,31.3053150535,1.79694842458,25
4.004028,267.181,56.7409,491.6422,1.0,31.2351344948,30.4187586132,31.1926484312,1.8690858370200003,25
4.004028,267.181,56.7409,491.6422,1.0,31.720086727600002,31.287165353899997,31.7507101457,2.34422451047,5
4.004028,267.181,56.7409,491.6422,1.0,32.2463548943,31.5272398255,31.6586373365,2.126219955,5
4.004028,267.181,56.7409,491.6422,1.0,31.846530470900003,31.801115823299998,31.4994629704,1.89116582636,25
4.004028,267.181,56.7409,491.6422,1.0,31.171340274600002,31.4936860777,31.062454626799997,1.56873169861,35
3.863643,259.6501,58.7484,491.8112,1.0,31.0122759332,31.5026774377,30.9925803727,1.96442702065,25
3.863643,259.6501,58.7484,491.8112,1.0,30.7633269505,30.9519678525,31.4238785227,2.58017335851,25
3.863643,259.6501,58.7484,491.8112,1.0,30.765432440999998,30.8411077242,31.3746561309,1.87082145651,25
3.863643,259.6501,58.7484,491.8112,1.0,31.018839065199998,30.643464586900002,31.489660328699998,2.23480214656,25
3.863643,259.6501,58.7484,491.8112,1.0,31.181881695599998,30.630059997399997,31.0938078623,1.73123286912,25
3.863643,259.6501,58.7484,491.8112,1.0,31.335471631300006,30.701135493699997,30.7697141666,1.12379187037,20
3.863643,259.6501,58.7484,491.8112,1.0,30.8728612454,30.5225171241,30.4333295375,1.17902684454,25
3.863643,259.6501,58.7484,491.8112,1.0,30.585941250999998,31.0716431293,30.4223757658,1.0743150165000002,25
3.863643,259.6501,58.7484,491.8112,1.0,30.5189178261,30.9206070146,30.617078551,1.00222626561,25
3.863643,259.6501,58.7484,491.8112,1.0,30.3689840568,30.968113285100003,30.7775638934,0.927741170036,20
3.863643,259.6501,58.7484,491.8112,1.0,30.4699496232,30.423837576100002,31.282726462,1.24023939001,25
3.946043,254.2033,64.8525,491.983,1.0,30.8081244406,30.5859213195,31.1461148533,1.3188721137,25
3.946043,254.2033,64.8525,491.983,1.0,30.953490714,30.4970779559,31.0479101952,1.45209114894,20
3.946043,254.2033,64.8525,491.983,1.0,31.2730846075,30.3843103862,30.6077956365,1.47529692972,20
