spindle_load,x,y,z,csv_no,vibration_1,vibration_2,vibration_3,current,last_time
20.242927,358.3802,111.9496,523.716,2.0,31.432497917800003,30.9924914199,32.169632036399996,1.20355995504,45
20.242927,358.3802,111.9496,523.716,2.0,31.9791560045,31.797935415900003,30.9470230848,1.14343332476,45
15.524766,357.2211,81.6441,523.716,2.0,31.156093953800006,31.365148601999998,32.1142078229,1.24387589581,45
15.524766,357.2211,81.6441,523.716,2.0,32.3563342549,31.4434816161,31.1324898792,1.33323717434,45
15.524766,357.2211,81.6441,523.716,2.0,31.474200544899997,32.0148361395,32.0333302993,1.47247298482,45
15.524766,357.2211,81.6441,523.716,2.0,32.338473949299996,30.7950722322,31.4224640795,1.2692759701,45
15.524766,357.2211,81.6441,523.716,2.0,31.093770886599998,31.6676333734,30.9428854515,1.02534048323,45
15.524766,357.2211,81.6441,523.716,2.0,31.7700351646,30.2599443475,31.5572546885,1.0749748600700002,45
12.689596,347.9085,65.8147,523.716,2.0,31.6154825913,31.4184265063,30.775863619099997,1.12143054213,45
12.689596,347.9085,65.8147,523.716,2.0,31.7604810057,30.764895304899998,32.230639434400004,1.15153398857,45
12.689596,347.9085,65.8147,523.716,2.0,32.0535044727,31.232410229899997,30.863921614899997,1.26913769391,45
12.689596,347.9085,65.8147,523.716,2.0,30.9424142289,30.4745388924,31.772943374,1.01078242361,45
12.689596,347.9085,65.8147,523.716,2.0,31.7747421658,30.364230107399997,30.482323158000003,1.2933689694,45
12.689596,347.9085,65.8147,523.716,2.0,31.0654869495,31.0667386556,31.7753908754,2.06565779701,45
12.689596,347.9085,65.8147,523.716,2.0,32.6248575072,30.8922657089,31.7914083995,1.7584271782799998,45
14.566485,324.4814,61.2756,523.716,2.0,31.5829541743,31.7782439912,31.787444634499998,1.3644981227500002,40
14.566485,324.4814,61.2756,523.716,2.0,31.8616433915,30.156669467399997,31.8328273293,1.06282719811,40
14.566485,324.4814,61.2756,523.716,2.0,31.0729752973,31.312156175,31.023013308299998,1.02525962916,40
14.566485,324.4814,61.2756,523.716,2.0,31.3719348021,30.4063242658,32.262016269,1.17755413729,40
14.566485,324.4814,61.2756,523.716,2.0,31.894566019299997,31.4888741438,31.333163079499997,1.03290189981,40
14.566485,324.4814,61.2756,523.716,2.0,30.8710221119,30.7138846041,32.2413420596,1.0619211381,40
14.566485,324.4814,61.2756,523.716,2.0,31.597730407399997,30.829243014499998,30.9111081133,0.915587031235,40
19.986572,285.8164,61.2756,523.716,2.0,30.481867138800002,30.647673641999997,31.843839870500002,1.04615216075,40
19.986572,285.8164,61.2756,523.716,2.0,31.6865386903,30.509915945,31.1025281307,1.07456693784,40
19.986572,285.8164,61.2756,523.716,2.0,30.8816894414,31.7247197756,31.9604269241,1.26476144474,40
19.986572,285.8164,61.2756,523.716,2.0,31.987614969000006,30.7334556585,31.9757528835,1.3405243023,40
19.986572,285.8164,61.2756,523.716,2.0,31.137598458600007,31.8316571884,31.5789534584,1.31621250743,40
19.986572,285.8164,61.2756,523.716,2.0,31.687383610700003,30.9561308095,32.3346209612,1.3117461889700002,40
6.604205,246.178,61.2756,523.716,2.0,31.6473509558,31.959328397100002,31.164624109499997,1.28051934533,40
6.604205,246.178,61.2756,523.716,2.0,31.2271654843,31.069789616999998,32.2947579565,1.2161528754200002,40
6.604205,246.178,61.2756,523.716,2.0,32.1620397425,31.4592254893,31.0089586862,1.47450799371,40
6.604205,246.178,61.2756,523.716,2.0,30.7982612721,31.462812672800002,31.7740841865,1.16107178482,40
6.604205,246.178,61.2756,523.716,2.0,31.860928489699997,30.7349359569,30.7694108731,1.60262414755,40
6.604205,246.178,61.2756,523.716,2.0,30.6173961281,31.338288129699997,31.302015546,1.58612140513,40
6.604205,246.178,61.2756,523.716,2.0,31.863441791,30.5065703264,30.9683466262,1.38266866877,40
7.339702000000001,240.0618,54.7576,523.716,2.0,30.4925066821,31.343414656799997,30.9865401596,1.1760199447700002,40
7.339702000000001,240.0618,54.7576,523.716,2.0,31.4152133352,30.1104720693,30.930320880300002,1.00420618719,40
7.339702000000001,240.0618,54.7576,523.716,2.0,30.5759038008,31.3122521291,30.754801923800002,0.953620447497,40
7.339702000000001,240.0618,54.7576,523.716,2.0,31.478624423600007,30.188811609699997,31.232066256,1.35788448878,40
7.339702000000001,240.0618,54.7576,523.716,2.0,30.90442887,31.4537778958,30.4792460084,1.79618300634,40
7.339702000000001,240.0618,54.7576,523.716,2.0,31.281811067899998,30.267902831700006,31.489209903699997,1.6998665191,40
7.339702000000001,240.0618,54.7576,523.716,2.0,31.3131536487,31.1195657282,30.359466959000002,1.75099150708,40
14.142276999999998,234.1649,42.8386,523.716,2.0,31.3939887015,31.048780735100003,32.101126353699996,1.30556969722,40
14.142276999999998,234.1649,42.8386,523.716,2.0,32.7219250204,31.500335579899996,31.4277130042,1.1584188594299998,40
14.142276999999998,234.1649,42.8386,523.716,2.0,31.2446734862,31.361394839000006,31.9513798697,1.0879743677200002,40
14.142276999999998,234.1649,42.8386,523.716,2.0,32.2330899933,30.410526861100006,30.852088550900003,1.23401911991,40
14.142276999999998,234.1649,42.8386,523.716,2.0,30.962207079299997,31.2886919921,31.2078754861,0.905173068943,40
14.142276999999998,234.1649,42.8386,523.716,2.0,32.1077786862,30.278166380300004,31.5627014079,0.902796114289,40
14.142276999999998,234.1649,42.8386,523.716,2.0,31.0899223773,31.2583534608,31.0175834244,1.00382473263,40
22.196112,205.4549,42.8386,523.716,2.0,31.665160123400003,30.0239837554,31.5485877984,0.926619654299,40
22.196112,205.4549,42.8386,523.716,2.0,31.5643122015,31.3712466781,30.9188105232,1.04666004608,40
22.196112,205.4549,42.8386,523.716,2.0,31.833179618899997,31.1265270392,32.7925018388,1.21546888802,40
22.196112,205.4549,42.8386,523.716,2.0,33.193985419200004,31.9509072815,32.336540346,1.29788809561,40
22.196112,205.4549,42.8386,523.716,2.0,31.6724004382,32.2388127313,32.8707431757,1.09836985288,40
22.196112,205.4549,42.8386,523.716,2.0,32.1673761279,30.7336124647,31.7006454781,0.8776787518170001,40
23.010956,163.4549,42.8386,523.716,2.0,30.759130419,31.426391257800002,31.6530272906,0.920367907115,65
23.010956,163.4549,42.8386,523.716,2.0,31.700658929499998,30.382748289400002,31.9341544755,1.01754753476,65
23.010956,163.4549,42.8386,523.716,2.0,31.3433851598,31.9228052896,31.4519741244,1.1288379569,65
23.010956,163.4549,42.8386,523.716,2.0,31.4038129363,30.8604065623,32.5358597453,1.10106503123,65
23.010956,163.4549,42.8386,523.716,2.0,31.401059746199998,31.3803557197,30.953706724099998,0.896719986287,65
23.010956,163.4549,42.8386,523.716,2.0,30.587886019699997,30.636687295799998,31.8865306271,1.07993158504,65
23.010956,163.4549,42.8386,523.716,2.0,31.541343628000003,30.915732354,30.785481203099998,1.51353655696,65
28.177740000000004,122.923,42.8386,523.716,2.0,31.3053687154,31.872929294000002,32.293826941300004,1.62885841938,65
28.177740000000004,122.923,42.8386,523.716,2.0,32.817114319699996,31.4002124873,31.887091877600003,1.28972955092,65
28.177740000000004,122.923,42.8386,523.716,2.0,31.629481160799997,32.4441724864,31.696376991799998,1.35362204619,65
28.177740000000004,122.923,42.8386,523.716,2.0,32.1785069628,31.231131824600002,32.4142850823,1.40407053895,65
28.177740000000004,122.923,42.8386,523.716,2.0,32.3786092433,32.2850175907,31.443516313499998,1.6815359823299998,65
28.177740000000004,122.923,42.8386,523.716,2.0,32.1759878149,31.910013204000002,32.9556997189,1.53335943801,65
28.177740000000004,122.923,42.8386,523.716,2.0,33.5644953659,32.0497442047,32.336278150300004,1.1492874393,65
11.114841,117.6722,45.8744,523.716,2.0,31.549657699,31.6645459434,32.166530378699996,1.03531086675,65
11.114841,117.6722,45.8744,523.716,2.0,32.308577309899995,30.448086696999997,31.228490728,1.03916931805,65
11.114841,117.6722,45.8744,523.716,2.0,31.109374424099997,31.4490848442,31.189507195,0.926552148621,65
11.114841,117.6722,45.8744,523.716,2.0,32.026539765100004,30.312160406799997,31.8883902672,1.10843082819,65
11.114841,117.6722,45.8744,523.716,2.0,31.9061114225,31.693927126,31.312697338299998,1.15284198594,65
11.114841,117.6722,45.8744,523.716,2.0,31.624628489899997,30.460079260100002,32.163466998800004,0.933659953086,65
11.114841,117.6722,45.8744,523.716,2.0,31.647842894,31.0535088619,30.8315008098,0.956377048157,65
11.114841,117.6722,45.8744,523.716,2.0,30.9770884459,30.3564494818,31.996730911900002,0.960346336543,65
23.01706,117.6722,83.4212,523.716,2.0,32.1885017986,30.802542840300003,31.1945965243,0.983645014053,65
23.01706,117.6722,83.4212,523.716,2.0,31.2490312833,31.738785079499998,32.4069863904,1.1334786321,65
23.01706,117.6722,83.4212,523.716,2.0,32.3392013248,30.9315832154,31.9716912702,1.0809430271,65
23.01706,117.6722,83.4212,523.716,2.0,31.087094582600002,31.7418123998,31.6732122007,1.2421219734,65
23.01706,117.6722,83.4212,523.716,2.0,31.6788378523,30.5228265959,32.1445796002,1.16506641169,65
23.01706,117.6722,83.4212,523.716,2.0,31.3038487315,31.717081036,31.2962667139,1.37792608724,65
23.746452,117.6722,125.4212,523.716,2.0,31.218823052199998,30.7507518962,32.4269620067,1.11097113994,65
23.746452,117.6722,125.4212,523.716,2.0,31.9707882972,31.457374888,31.286270018299998,0.99765472872,65
23.746452,117.6722,125.4212,523.716,2.0,31.4062093827,31.8513246327,32.5101910784,1.16226170538,65
23.746452,117.6722,125.4212,523.716,2.0,32.7110514487,31.4864333056,31.7753388896,1.12568763933,65
23.746452,117.6722,125.4212,523.716,2.0,31.541186556,32.3698153583,31.8841628902,1.14105864961,65
23.746452,117.6722,125.4212,523.716,2.0,32.3640608414,31.259409537600003,32.2141743929,1.02980578489,65
23.746452,117.6722,125.4212,523.716,2.0,31.9184701079,32.4243115946,31.458587285900002,1.01108532289,65
23.661,117.6722,166.0879,523.716,2.0,31.9137402424,31.2936494369,32.6356722756,1.14329999736,65
23.661,117.6722,166.0879,523.716,2.0,32.5012683043,31.762922303499998,31.4280226379,1.13450155263,65
23.661,117.6722,166.0879,523.716,2.0,31.7113074762,31.708301213899997,32.4996471914,0.991622053179,65
23.661,117.6722,166.0879,523.716,2.0,33.0171688905,31.3317350694,31.912132495,1.18765344145,65
23.661,117.6722,166.0879,523.716,2.0,31.7169898494,31.8937451028,31.9842381687,1.07867211759,65
23.661,117.6722,166.0879,523.716,2.0,32.2807879661,30.4144488462,31.765243703899998,1.1010987044,65
27.185888,117.6722,204.8997,523.716,2.0,31.381265988499997,31.490680058200002,31.0441771946,1.08022494935,65
27.185888,117.6722,204.8997,523.716,2.0,31.627668870900003,30.3447641311,32.0693360533,1.1056267844499998,65
27.185888,117.6722,204.8997,523.716,2.0,32.4748015638,31.7031333175,31.569681679099997,1.20378663611,65
27.185888,117.6722,204.8997,523.716,2.0,32.015020053200004,32.0652771301,33.2919532043,1.42539384979,65
27.185888,117.6722,204.8997,523.716,2.0,33.0411486593,31.673250758000002,32.3957914686,1.40438090785,65
27.185888,117.6722,204.8997,523.716,2.0,31.6435230285,32.2689248792,32.637055314899996,1.08470212765,65
27.185888,117.6722,204.8997,523.716,2.0,31.8945399623,30.476335750300002,31.8530732936,1.28639340575,65
10.400708,120.1394,207.8747,523.716,2.0,30.657779622399996,31.48517699,31.119737839899997,1.07805097482,65
10.400708,120.1394,207.8747,523.716,2.0,31.0948877739,30.1771637959,31.9081231334,1.29424719698,65
10.400708,120.1394,207.8747,523.716,2.0,31.7830276548,31.8313721585,31.435512459499996,1.30611741186,65
10.400708,120.1394,207.8747,523.716,2.0,31.8301093215,31.502155439899997,32.8727415343,1.46159629618,65
10.400708,120.1394,207.8747,523.716,2.0,32.7175334424,31.994211033899997,31.734420019,1.48302199296,65
10.400708,120.1394,207.8747,523.716,2.0,31.9002792264,32.6237112396,32.652449005,1.23535407677,65
12.762841,140.2684,212.3037,523.716,2.0,33.1171694225,31.8234639152,32.557681170100004,1.26073157878,65
12.762841,140.2684,212.3037,523.716,2.0,31.6460824088,32.5265650444,31.567045939699998,1.0472753044299998,65
12.762841,140.2684,212.3037,523.716,2.0,31.526948610100003,30.6023905769,31.7313476199,0.980027334004,65
12.762841,140.2684,212.3037,523.716,2.0,31.3688996341,31.4682207087,30.5022263311,0.915259725037,65
12.762841,140.2684,212.3037,523.716,2.0,31.3719733825,30.9565414185,32.056667764000004,0.946221211607,65
12.762841,140.2684,212.3037,523.716,2.0,32.4333649073,31.57441042,31.1668737137,0.955029163369,65
15.781121,145.6642,220.7628,523.716,2.0,31.097844247399998,31.0194500331,31.9453808079,1.00347215799,65
15.781121,145.6642,220.7628,523.716,2.0,32.148056427600004,30.561616215,30.741084475,0.966210352221,65
