spindle_load,x,y,z,csv_no,vibration_1,vibration_2,vibration_3,current,last_time
13.760796,281.1937,216.7628,476.463,1.0,31.804345165900003,30.5173114083,31.9838107748,3.09413805874,45
13.760796,281.1937,216.7628,476.463,1.0,31.917733626999997,32.163467967399995,30.607127555199998,2.85695098576,160
13.760796,281.1937,216.7628,476.463,1.0,30.602287786999998,31.167786215,32.193106195,3.21707937241,160
13.760796,281.1937,216.7628,476.463,1.0,32.4318326119,30.4905724869,31.1251780952,2.31421367671,130
13.760796,281.1937,216.7628,476.463,1.0,30.6074050899,31.972155267199998,30.6338556209,1.97089584724,160
13.760796,281.1937,216.7628,476.463,1.0,30.9612017894,30.1394061544,31.8655650362,2.05147224832,130
13.760796,281.1937,216.7628,476.463,1.0,31.7012251906,30.958131473,30.042405972399997,2.55280656101,130
13.760796,281.1937,216.7628,476.463,1.0,30.1175209007,30.9893950382,31.5502123053,2.07135396387,160
13.760796,281.1937,216.7628,476.463,1.0,31.9963344548,30.1505822407,30.722304120100002,1.97032947656,130
13.760796,281.1937,216.7628,476.463,1.0,30.5198190699,31.6659567559,30.5373349696,1.43583661489,160
13.760796,281.1937,216.7628,476.463,1.0,30.963886313000003,29.9202298423,31.6822887571,1.50247547491,130
10.763878,290.9799,202.5785,476.463,1.0,31.277159706,31.0046548983,29.829591103800002,1.2499964892,130
10.763878,290.9799,202.5785,476.463,1.0,29.906939910300004,30.475169815700003,31.477167681300006,0.98470894195,130
10.763878,290.9799,202.5785,476.463,1.0,31.7054081467,29.771721235999998,30.3778226317,0.989189045495,130
10.763878,290.9799,202.5785,476.463,1.0,30.0394403252,31.4973965399,30.282618656599997,0.9068434605,130
10.763878,290.9799,202.5785,476.463,1.0,30.829868354299997,29.7098048095,31.6160907564,1.33999997036,130
10.763878,290.9799,202.5785,476.463,1.0,31.5941228139,30.8676077456,29.921090897600003,1.1349970340100002,130
10.763878,290.9799,202.5785,476.463,1.0,30.1184685483,30.8599279181,31.5558028003,1.31502527129,130
10.763878,290.9799,202.5785,476.463,1.0,31.8618503148,29.8429971694,30.4894030052,1.29515058099,130
10.763878,290.9799,202.5785,476.463,1.0,30.315253268600006,31.2414526284,30.2364434414,1.2350087440200002,130
10.763878,290.9799,202.5785,476.463,1.0,30.9394385213,29.9005090327,31.684237174099998,1.42772365799,130
15.195166,292.0997,170.28,476.463,1.0,32.1381908248,30.9133074398,30.266372635,1.93111790528,130
15.195166,292.0997,170.28,476.463,1.0,30.8772474535,31.4676946648,31.6209551311,1.44383821894,160
15.195166,292.0997,170.28,476.463,1.0,32.3876845477,30.1583785267,31.620296967199998,1.1545297133,130
15.195166,292.0997,170.28,476.463,1.0,31.4251209536,31.733230962600004,30.3355116755,1.0351784994600002,130
15.195166,292.0997,170.28,476.463,1.0,30.658882534299998,30.0303482088,31.99328879,1.09683135884,130
15.195166,292.0997,170.28,476.463,1.0,32.1788642106,30.033438963600002,30.2024281931,1.16787332447,130
15.195166,292.0997,170.28,476.463,1.0,30.474421615,31.2964802583,30.9599025527,1.0424390722,130
15.195166,292.0997,170.28,476.463,1.0,31.6491016861,29.6292037437,31.500367394899996,1.22221538326,130
7.956175,293.6785,151.7434,476.463,1.0,31.5056910437,31.2495048484,30.16638187,1.40882360353,60
7.956175,293.6785,151.7434,476.463,1.0,30.6341526641,30.201477981,31.829973223000003,0.978576292378,85
7.956175,293.6785,151.7434,476.463,1.0,32.0920939208,30.0001176127,30.1849942288,1.1700208202,70
7.956175,293.6785,151.7434,476.463,1.0,30.3141547411,30.980599538699998,30.7440280309,1.21907188361,55
7.956175,293.6785,151.7434,476.463,1.0,31.221392811799998,29.430778334299998,31.399363910599998,1.79224624711,15
7.956175,293.6785,151.7434,476.463,1.0,31.6676612342,31.1969578316,30.4083319841,2.15876226201,25
7.956175,293.6785,151.7434,476.463,1.0,30.7904673235,31.079729151,32.4308855709,2.3856932583900003,5
7.956175,293.6785,151.7434,476.463,1.0,32.6735120028,30.199878204,31.4669452566,1.6943950451899998,30
7.956175,293.6785,151.7434,476.463,1.0,31.426714914699996,32.0528405355,31.1534545182,1.35222416264,50
7.956175,293.6785,151.7434,476.463,1.0,31.251969671399998,30.3078264236,32.7525446211,2.0133600080900003,35
7.956175,293.6785,151.7434,476.463,1.0,32.4607747798,30.7322048462,31.061481037399997,1.5467838591499998,5
7.956175,293.6785,151.7434,476.463,1.0,30.6829845081,31.7991062253,31.851110282399997,1.87352974081,25
10.995819,289.9834,113.6972,476.463,1.0,31.9266183091,30.1726335811,32.3036155196,2.06996152525,85
10.995819,289.9834,113.6972,476.463,1.0,31.8197386897,31.660624236799997,30.9021756761,1.48911697433,130
10.995819,289.9834,113.6972,476.463,1.0,30.754551960900002,31.0199683568,32.4962083915,2.04577978869,160
10.995819,289.9834,113.6972,476.463,1.0,32.4641089146,30.5117165794,31.518397140900003,1.41204689243,130
10.995819,289.9834,113.6972,476.463,1.0,30.7997481992,31.883060029899998,31.1216493863,1.90893571806,160
10.995819,289.9834,113.6972,476.463,1.0,31.247417510100004,30.581177974299997,32.6109563444,1.70123338242,45
10.995819,289.9834,113.6972,476.463,1.0,32.1099755816,31.2843010822,30.7277240051,2.00670351871,130
10.995819,289.9834,113.6972,476.463,1.0,30.6787019908,31.6847049615,32.008063187,1.66103425648,160
10.995819,289.9834,113.6972,476.463,1.0,32.0935749011,30.460127821,32.0488607618,1.59925315872,45
16.071047,289.9781,73.0354,476.463,1.0,31.7649099913,32.4556996289,31.168246620399998,2.16103354435,130
16.071047,289.9781,73.0354,476.463,1.0,31.0750377827,31.408633546,32.8963914788,1.91012249117,160
16.071047,289.9781,73.0354,476.463,1.0,32.6278251425,30.889322429899998,31.332090612800002,1.62515543085,95
16.071047,289.9781,73.0354,476.463,1.0,30.471671103000002,32.1588300213,30.8457612566,1.30045445188,160
16.071047,289.9781,73.0354,476.463,1.0,31.1134989995,30.1660618559,31.9317488747,1.52028004031,130
16.071047,289.9781,73.0354,476.463,1.0,31.4689785743,31.1420800106,30.1100412219,1.1766097804100002,130
16.071047,289.9781,73.0354,476.463,1.0,30.2167584588,31.172430895799998,31.6244567009,1.3221957037799998,160
16.071047,289.9781,73.0354,476.463,1.0,31.937200762399996,30.2114216057,30.9663454992,1.6950464525,130
16.071047,289.9781,73.0354,476.463,1.0,31.065166426199998,31.900854576,30.5745987979,1.93525522733,160
16.071047,289.9781,73.0354,476.463,1.0,31.0629821296,30.6294888543,32.2702099123,1.91277014632,130
13.003937,290.6345,49.5525,476.463,1.0,32.2636615563,30.973948454099997,30.438783799099998,2.0973270294,130
13.003937,290.6345,49.5525,476.463,1.0,30.2053208118,31.244164442,31.2865511485,1.98607680513,160
13.003937,290.6345,49.5525,476.463,1.0,31.6866202896,29.8079555496,31.053883599499997,2.32184183087,130
13.003937,290.6345,49.5525,476.463,1.0,30.7306288297,31.585833233699997,30.012356685300002,2.26248939986,160
13.003937,290.6345,49.5525,476.463,1.0,30.242922679699998,30.021313303499998,31.6086932163,3.0637742719700003,130
13.003937,290.6345,49.5525,476.463,1.0,32.0802359884,30.0740026444,30.2236646325,2.8351027769200003,130
13.003937,290.6345,49.5525,476.463,1.0,31.135620987800003,32.249179974499995,31.1426603242,3.15117659515,160
13.003937,290.6345,49.5525,476.463,1.0,32.05869919,30.6768325818,32.6625617781,2.87980829186,45
13.003937,290.6345,49.5525,476.463,1.0,33.0590118757,31.617071311799997,31.2166323075,2.00648200621,160
13.003937,290.6345,49.5525,476.463,1.0,31.5889210743,32.3712364962,32.5603394771,2.58560689166,180
22.656941,260.7474,39.207,476.463,1.0,33.2950745652,31.0812831499,32.987467162,2.79237052543,190
22.656941,260.7474,39.207,476.463,1.0,33.0145631125,32.6106185532,31.7704544857,2.49640512633,170
22.656941,260.7474,39.207,476.463,1.0,31.7211481084,31.5780613912,33.1703621906,1.71461957991,170
22.656941,260.7474,39.207,476.463,1.0,32.7964580741,30.578897028000004,31.2936424727,1.51637250591,105
22.656941,260.7474,39.207,476.463,1.0,30.637890747100002,31.520590330900003,31.0864858511,1.88594930954,160
22.656941,260.7474,39.207,476.463,1.0,31.307293263600002,29.799052710500003,31.9327389679,1.28125311472,130
22.656941,260.7474,39.207,476.463,1.0,31.5778633253,31.023065210100004,30.323100679,1.46452342253,130
22.656941,260.7474,39.207,476.463,1.0,30.296356739,30.6551806306,31.9408192556,1.5856364407700003,130
22.656941,260.7474,39.207,476.463,1.0,32.238379204299996,29.8916923742,31.4045274585,1.76846379202,105
22.656941,260.7474,39.207,476.463,1.0,30.8231256701,31.845137033,30.9004833909,1.3841644061000002,160
9.335612,247.2053,34.4512,476.463,1.0,30.896931962399997,29.840958085900002,32.3619547451,1.3130893225,130
9.335612,247.2053,34.4512,476.463,1.0,31.7932263904,30.608840085,30.612848650900002,0.954948734857,130
9.335612,247.2053,34.4512,476.463,1.0,30.007623405300002,31.0007257622,31.704716607399998,1.0709655676899998,130
9.335612,247.2053,34.4512,476.463,1.0,31.578349745100002,29.6807083237,31.200493497399997,1.19363649055,130
9.335612,247.2053,34.4512,476.463,1.0,30.6720224947,31.2468321944,30.520048349499998,1.16263465704,130
9.335612,247.2053,34.4512,476.463,1.0,30.7034419173,30.300773159200002,32.371922065700005,1.371761499,130
9.335612,247.2053,34.4512,476.463,1.0,32.3608380073,30.7537017533,31.0418025131,1.5388991598,130
9.335612,247.2053,34.4512,476.463,1.0,30.715366849299997,31.8087791409,31.674020921999997,1.8075278894,160
9.335612,247.2053,34.4512,476.463,1.0,31.6274461633,30.451351846999998,32.5087248413,1.31943275418,130
9.335612,247.2053,34.4512,476.463,1.0,31.4952499923,31.6164139264,30.6013993063,1.81381186784,130
9.335612,247.2053,34.4512,476.463,1.0,30.2993243424,30.864354241799997,32.1566046824,1.29062790367,130
9.335612,247.2053,34.4512,476.463,1.0,32.003106057,30.101624577800003,30.9402904503,1.6557627200999998,130
14.471877,258.1792,63.0106,476.463,1.0,30.484747841399997,31.965359957199997,30.7460083037,1.34873605341,130
14.471877,258.1792,63.0106,476.463,1.0,30.954529265999998,30.426954795,32.4064087359,1.75115029665,130
14.471877,258.1792,63.0106,476.463,1.0,32.367619517600005,31.391132769400002,31.1445115123,1.61956920831,160
14.471877,258.1792,63.0106,476.463,1.0,30.669044868,32.213519514,31.849768522199998,1.41285422247,160
14.471877,258.1792,63.0106,476.463,1.0,31.9855680375,30.6363566509,31.914221812399997,1.87295678056,45
14.471877,258.1792,63.0106,476.463,1.0,31.7367226921,32.1183180484,30.7326329875,1.76482370165,130
14.471877,258.1792,63.0106,476.463,1.0,31.0516962568,31.4374276144,32.4343431328,1.64847918201,160
14.471877,258.1792,63.0106,476.463,1.0,32.538994454299996,30.9320581694,31.177228306999996,1.6721453288,130
14.471877,258.1792,63.0106,476.463,1.0,31.071278877199997,32.1908136984,30.9745526057,1.85012492058,160
8.221686,264.1487,103.6428,476.463,1.0,31.5287991679,30.6971749083,32.381874607,1.6791084045500002,5
8.221686,264.1487,103.6428,476.463,1.0,32.401569812199995,31.499996874,30.5863967247,1.95680674776,25
8.221686,264.1487,103.6428,476.463,1.0,31.021827458,32.0171984288,31.890074107800004,1.6246185357799998,15
8.221686,264.1487,103.6428,476.463,1.0,32.3527396812,30.4131907152,31.698488239299998,1.60537447503,5
8.221686,264.1487,103.6428,476.463,1.0,31.927076675,32.211560249499996,30.618743993899997,1.7327806044099998,30
